"id","cyberball","focus","ostracism_condition","self_other_condition","duration","cyberball_played","consent","nt1_accepted","nt2_valued","nt3_powerfull","nt4_recognized","mood","gender_green","age_green","similar_green","ios_condition","ios_outcome","ios_group_ident","group_ident_like","group_ident_experience","excluded","ignored","received_tosses","sex","occupation","age","comments","seriousness","use_data","use_data_reason","cause_own_1","cause_own_2","cause_own_3","cause_own_4","cause_own_5","cause_own_6","cause_own_7","cause_own_8","cause_own_9","cause_own_10","av_locus1_own_situation_1","av_locus1_own_situation_2","av_locus1_own_situation_3","av_locus1_own_situation_4","av_locus1_own_situation_5","av_locus1_own_situation_6","av_locus1_own_situation_7","av_locus1_own_situation_8","av_locus1_own_situation_9","av_locus1_own_situation_10","av_locus2_own_internal_1","av_locus2_own_internal_2","av_locus2_own_internal_3","av_locus2_own_internal_4","av_locus2_own_internal_5","av_locus2_own_internal_6","av_locus2_own_internal_7","av_locus2_own_internal_8","av_locus2_own_internal_9","av_locus2_own_internal_10","av_stability1_own_stabil_1","av_stability1_own_stabil_2","av_stability1_own_stabil_3","av_stability1_own_stabil_4","av_stability1_own_stabil_5","av_stability1_own_stabil_6","av_stability1_own_stabil_7","av_stability1_own_stabil_8","av_stability1_own_stabil_9","av_stability1_own_stabil_10","av_stability2_own_time_1","av_stability2_own_time_2","av_stability2_own_time_3","av_stability2_own_time_4","av_stability2_own_time_5","av_stability2_own_time_6","av_stability2_own_time_7","av_stability2_own_time_8","av_stability2_own_time_9","av_stability2_own_time_10","cause_other_1","cause_other_2","cause_other_3","cause_other_4","cause_other_5","cause_other_6","cause_other_7","cause_other_8","cause_other_9","cause_other_10","av_locus1_other_situation_1","av_locus1_other_situation_2","av_locus1_other_situation_3","av_locus1_other_situation_4","av_locus1_other_situation_5","av_locus1_other_situation_6","av_locus1_other_situation_7","av_locus1_other_situation_8","av_locus1_other_situation_9","av_locus1_other_situation_10","av_locus2_other_internal_1","av_locus2_other_internal_2","av_locus2_other_internal_3","av_locus2_other_internal_4","av_locus2_other_internal_5","av_locus2_other_internal_6","av_locus2_other_internal_7","av_locus2_other_internal_8","av_locus2_other_internal_9","av_locus2_other_internal_10","av_stability1_other_stabil_1","av_stability1_other_stabil_2","av_stability1_other_stabil_3","av_stability1_other_stabil_4","av_stability1_other_stabil_5","av_stability1_other_stabil_6","av_stability1_other_stabil_7","av_stability1_other_stabil_8","av_stability1_other_stabil_9","av_stability1_other_stabil_10","av_stability2_other_time_1","av_stability2_other_time_2","av_stability2_other_time_3","av_stability2_other_time_4","av_stability2_other_time_5","av_stability2_other_time_6","av_stability2_other_time_7","av_stability2_other_time_8","av_stability2_other_time_9","av_stability2_other_time_10"
80,1,1,"included","yellow",926,2,1,8,7,6,8,8,1,3,3,"group_yellow_own",2,4,5,5,2,2,30,2,"Engineer",22,"Very interesting!",6,2,"-99","The friend has been told something bad about them.","They underestimated their workload.","They didn't communicate their point effectively.","There was a misunderstanding between them.","They do not think the person asking for help deserves it.","They are intelligent and qualified for the position.","Their artistic way of dressing.","They have been working very hard recently.","They put in a large amount of effort.","They have done something kind for their partner.",4,2,2,3,4,1,2,2,2,2,4,2,3,3,4,2,2,2,2,2,3,4,5,5,3,4,1,4,4,2,3,4,5,5,3,4,1,3,4,2,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
81,2,2,"excluded","green",709,2,1,4,4,6,5,5,2,2,4,"group_green_other",6,1,5,6,6,4,5,1,"health worker",58,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"arrogance","laziness","arrogance","arrogance","Prejudiced","persistence","Attention to detail","attention to detail","Persistence","lies",3,3,4,2,3,2,3,3,4,4,2,2,2,1,2,1,2,2,1,2,4,4,3,2,4,3,2,3,3,3,2,4,4,4,4,2,2,2,4,4
82,2,1,"excluded","yellow",667,2,1,2,2,2,2,1,1,2,9,"group_yellow_own",5,6,1,2,9,9,10,1,"Engineer",26,"-99",7,2,"-99","Possible the yellow group member was an unwelcoming person","Incompetence on the member seeking help","They probably said something mildly offenisive to  the people addressed.","Yellow was likely unlikeable","Member of Yellow is possibly not liked very much","They probably just got lucky","Yellow probably tried really hard  to be a person pleaser","Probably due to the fact they wriggled through and  found a shortcut","Worked hard because they felt like an outlier.","Would feel good for them genuinely. Partner relations don't always need to be specific for the single person",4,2,1,4,2,4,4,4,4,1,4,2,2,4,2,4,2,4,2,2,2,4,4,4,4,4,5,3,2,4,2,4,4,5,4,5,5,3,2,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
83,2,1,"excluded","yellow",581,2,1,4,5,2,1,9,1,2,5,"group_yellow_own",2,7,7,7,8,8,10,1,"mechanic",33,"thanks",7,2,"-99","im really not sure","Maybe they struggled with the work or maybe they alot of time on certain bits that they cant finish it all","Because you cant always please everyone with what you say","These things happen because not everyone can always get on","Then they are not really a friend!","They applied for the job and others in the group supported them and wished them well","This is because they look nice","they must have worked really hard","That is because they have obviously done a really good job","That is just because they have a great relationship",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
84,2,1,"excluded","yellow",992,2,1,3,4,7,6,2,1,2,4,"group_yellow_own",6,6,6,7,5,4,5,1,"student",119,"-99",5,2,"-99","Because of a previous bad experience with another member of the group yellow","This may be because that member of yellow doesn't have the ability to complete all of this work","Because the speech/talk may not have been satisfactory for the audience","Because the opposing person doesn't like yellow or has already concocted options on said member because of there predetermined colour","The member of group yellow who doesn't help isn't a good friend of the other person or that is his characteristic/personality","They aren't as proficient at the job as they thought when applying.","They have a nice appearance/are being treated nicely by their friend. ","They worked hard at the job and were satisfactory enough to their superiors they were given a raise","The project was well made and showed correct and interesting results","They are perhaps a better partner than the person in comparison towards",4,4,4,2,4,5,4,4,3,5,2,2,3,2,5,5,3,5,4,5,3,4,4,3,3,4,4,4,2,4,4,2,2,4,2,4,3,2,2,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
85,1,1,"included","yellow",903,2,1,8,7,5,7,8,1,2,2,"group_yellow_own",2,2,7,6,1,1,40,1,"marketing",23,"no",7,2,"-99","The yellow member had previously said something offensive about the friend, who in turn acts hostile to them when they see eachother.","The yellow member has been overloaded with unexpected work and cannot complete the required amount of tasks","The speaker sounded arrogant/condescending while talking","The other person comes across as very rude and offends the member of my (yellow)group","The member from yellow does not feel qualified/equipped to help the person with their problem","The member spent a good amount of time researching the employer, understanding the job and practicing interview questions.","Yellow had taken the time to shower and style their hair, as well as make an effort with a new outfit.","The yellow member has been working harder at their job and significantly increased productivity.","The member spent a large amount of time conducting research and reviewing the project before submitting it.","The relationship has improved over time, better communication has lead to a more intimate and loving relationship",1,1,1,5,2,1,1,1,1,3,1,1,1,5,2,1,1,1,1,3,3,4,2,4,2,2,3,2,2,3,2,4,2,2,2,2,3,1,2,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
86,2,2,"excluded","green",656,2,1,1,1,1,1,1,1,1,6,"group_green_other",5,2,9,9,9,9,3,2,"n/a",33,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they've fallen out","theyre busy","theyre not a member of that group","nothing in common ","theyre in different groups","they know the person offering the job","theyre friends","they worked hard","theyre in the same group","theye on the same team",4,2,5,5,4,2,1,5,1,1,5,2,5,5,4,1,1,5,1,1,5,2,5,4,4,1,1,1,1,1,5,1,5,2,4,1,1,1,1,1
87,2,1,"excluded","yellow",679,2,1,2,2,1,2,5,1,3,7,"group_yellow_own",2,3,6,6,2,2,10,1,"accountant ",33,"-99",7,2,"-99","they have good respect for eachother ","they have been given to much work to do ","the crowd are trying to just be negative to disresect the member yellow ","the other person is a bad person ","he doesnt have a answer to help ","they were suitable for the job ","they look well presented ","they worked hard for it ","they did well","they deserved it ",2,4,3,2,3,3,2,2,2,3,2,4,3,2,2,3,2,2,1,3,2,4,4,2,3,3,2,2,2,4,2,2,3,3,5,2,1,2,2,2,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
88,2,1,"excluded","yellow",754,2,1,3,7,5,5,6,1,3,3,"group_yellow_own",4,6,5,5,7,7,10,1,"retired",67,"no/none",6,2,"-99","no way of knowing what caused this","not enough information to say, but probably because he has too much work and/or is not completing his tasks quickly enough","presumably the audience didn't agree with whatever he was saying","again, not enough information to say with any level of certainty","not enough information again, could be the problem is something they can't do anything about","they must have had the necessary skills for the job, and interviewed well","the friend may not have seen the person for a while, and they have made some effort to improve their appearance or looks which is partly unexpected","must be performing well at his job","he must have completed the project quickly, and/or with good results for all concerned","absolutely no idea from the information given, but maybe the member did something nice that his partner liked",2,2,3,3,3,2,2,2,4,2,2,2,4,2,2,2,2,2,4,2,3,2,3,3,3,2,3,3,3,2,4,4,4,4,4,2,3,3,3,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
89,1,2,"included","green",614,2,1,7,7,7,7,7,1,2,6,"group_green_other",7,1,9,9,6,6,25,1,"Student",22,"Very interesting methodology",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"their own attitude going into the meeting was bad","their own laziness","their lack of ability in public speaking","they were too selfish and happy to exclude this person in the past","they are too selfish to care","they know someone who works there and got in for reasons other than their own merit.","their friend doesn't believe it. They are complimenting them in order to get something out of them","they are related to their boss and it was merely nepotism","they got help doing it from someone else","they have manipulated their partner into this situation",2,1,1,1,1,4,1,1,2,5,2,1,1,1,1,4,4,1,2,1,5,1,2,2,1,4,3,4,2,5,5,1,3,3,1,1,3,4,2,5
90,1,2,"included","green",677,2,1,4,4,3,3,3,3,4,5,"group_green_other",3,7,6,5,3,3,28,2,"Student",35,"This was weird. I don't know if I was able to imagine it as intended. I think I have a weak imagination / aphantasia.",5,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend is hostile.","They are expected to do too much.","Green is bad at talks.","They have differences.","Green is not very caring.","They are qualified","They have a nice appearance.","They asked for a raise.","The project is good.","Their partner is loving.",4,4,2,3,2,3,4,2,2,5,5,3,2,4,2,3,4,2,3,3,4,4,2,3,2,2,4,3,3,2,5,4,2,3,2,2,4,3,3,2
91,1,2,"included","green",725,2,1,5,5,5,5,5,1,3,7,"group_green_other",5,7,5,5,1,1,25,2,"Unable to work",26,"The section where you asked for the  main cause  was confusing and should be worded differently. Even after reading the instructions it was not clear to me what that was supposed to mean. ",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"They are mean","They can't complete the work","The audience did notlike what the person had to say","The interaction went badly","They are a bad friend","They want a job","They are nice","The person makes more money now","The person did a good job","The partner has become more loving",2,2,2,3,3,3,3,3,2,5,3,2,3,3,3,3,3,3,3,5,3,3,3,4,2,4,4,3,3,5,3,3,4,4,2,4,4,4,3,3
92,1,1,"included","yellow",4309,2,1,9,8,7,7,7,1,2,5,"group_yellow_own",2,1,5,6,1,1,45,1,"on disability",19,"-99",6,2,"-99","maybe the member of the group was acting suspicious. ","could of had an injury.","the member from group yellow giving an important talk.","meeting that person.","because the member of the group was selfish.","cause he was desperate for the job.","cause he looks after himself well.","because he was doing a great job.","because he put more effort into his project than others.","because he's more caring and kind.",5,5,5,5,5,5,1,5,1,1,5,3,1,3,5,5,5,1,5,5,3,3,3,2,3,3,3,3,3,3,3,5,5,2,2,1,3,1,5,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
93,1,2,"included","green",1055,2,1,7,6,5,7,7,1,1,7,"group_green_other",5,2,3,3,1,1,40,1,"programmer",33,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they had lied to their friend","They have been procrastinating","They were too nervous","the other person is rude","They don't care","the interview went well","The got a new haircut","They have been working hard","The worked well with their team members","they bought their partner a gift",1,1,2,4,2,1,3,1,3,2,1,1,1,5,2,2,3,2,3,2,4,2,2,4,2,3,4,2,3,4,4,2,4,4,2,2,3,2,2,3
94,1,2,"included","green",1392,2,1,5,5,8,5,5,2,3,5,"group_green_other",2,7,5,5,3,2,22,1,"IT",28,"-99",5,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"luck","stress","lack of skill","luck","ignorance","skill","good grooming","persuasion","skill","luck",3,3,3,3,3,4,2,3,4,3,3,3,3,2,3,4,2,3,3,3,2,5,2,3,2,5,1,4,4,5,2,5,4,4,1,2,1,2,2,5
95,2,2,"excluded","green",1674,2,1,4,5,2,3,5,1,3,7,"group_green_other",6,4,7,6,7,7,10,1,"Laborer",57,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"He didn't share equally in the ball toss game","He wasn't given enough time","The member comes across as arrogant","The person from group green is full of himself","He is selfish","He was the best candidate for the job","He looks good","He performed well in his job","The project was done for group green","The partner is part of group blue",4,4,1,2,2,1,1,2,2,2,2,4,2,2,4,1,1,2,1,4,4,5,3,3,3,3,2,3,3,2,4,5,3,3,4,3,2,3,2,2
96,2,2,"excluded","green",1759,2,1,1,1,1,1,1,1,1,7,"group_green_other",7,3,9,7,9,9,10,2,"student",19,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend doesn't like hanging out with a bully anymore.","They don't know how to work ethically and in a timely manner.","They left me out of the game.","I assume the other person saw who they really were and wanted no part of it.","The member is a bad friend and person in general.","They put away their bully mentality and went for what they wanted.","The guy might be cute, but mean.","He bullied his way to the top.","It was good?","They left me out of the game.",1,1,1,5,1,1,1,1,1,1,4,1,2,1,1,5,5,5,5,2,4,3,3,2,2,5,5,4,1,3,4,3,3,2,2,5,4,2,1,3
97,2,2,"excluded","green",982,2,1,4,4,2,3,5,3,1,5,"group_green_other",2,6,5,4,7,7,6,1,"FastFood",22,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend is angry with them.","The member is overwhelmed with the task at hand.","The information stated may not have been popular with said audience. ","Perhaps the Green group has a lot of unpopular opinions and are frowned upon.","They have warned their friend before if they don't want to listen to their advice then stop asking for it.","The said member proved that they were a great fit for the position.","Typically friends compliment each other.","Through hard work this member was recognized. ","Through dedication and effort the hard work is shown.","They are in a happy thriving relationship.",3,3,3,3,3,4,3,3,1,3,1,3,5,5,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,3,3,3,3,4,3
98,2,1,"excluded","yellow",1201,2,1,1,1,3,1,1,1,2,6,"group_yellow_own",3,6,6,4,9,9,10,2,"Student",21,"-99",6,2,"-99","A misunderstanding between Yellow and their friend","Yellow does not have good time management skills to handle the tasks assigned to them ","Ignorance regarding the topic of the talk and having an undeserved belief they're an expert ","They play the game poorly","Yellow's sense of morality does not allow them to assist a friend with a problem when they believe the outcome is one of cruelty to another ","They are qualified for the position and would fit well within the role","The member of group yellow put effort into making a noticeable change to their appearance for the occasion they meet their friend","Devotion and hardwork ","They put a lot of effort into a project which has a large pool of interest","An incident occured that had their partner reevaluate the value that Yellow has in their life and decided to show their appreciation for Yellow's presence with increased displays of affection",5,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,2,5,4,2,3,5,1,1,4,1,3,4,5,2,4,4,1,1,5,1,1,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
99,2,2,"excluded","green",816,2,1,1,1,1,1,1,1,2,4,"group_green_other",5,2,5,6,9,9,5,1,"student ",20,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they did something to offend them ","they got stopped due to cheating ","probably acted as if they were better ","they did something bad again ","more concerned about themselves ","did well in the interview and learnt specific answers ","one of their good friends from a young age ","been doing good work ","put in work to do well","new relationship so more exciting ",3,1,4,2,3,4,2,2,2,4,2,1,2,1,2,1,3,1,2,3,5,4,3,3,1,4,2,2,3,4,4,3,4,3,1,2,2,1,3,4
100,2,1,"excluded","yellow",1481,2,1,5,5,5,5,7,1,2,5,"group_yellow_own",4,3,7,7,7,7,10,2,"Home maker",60,"no",7,2,"no","A friend that has total respect .","There could be to much work for them to do or there could be complications within the job","That nobody is paying attention to the speaker","Not friends just enemies","Because the friend is new and nobody knows them well enough to help .","They have the right skills needed for the job","The friend is kind and caring","Works well at the job he does","Is very skilful at his work","Because they respect and love each other ",1,3,4,5,4,1,1,1,1,1,1,3,4,5,4,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
101,2,1,"excluded","yellow",1086,2,1,1,1,1,1,1,1,2,5,"group_yellow_own",6,5,9,9,9,9,2,1,"Lawyer",28,"No",7,2,"-99","The friend has some baggage that we don't know about","Yellow's group member did not have good time management.","The mindset of the audience was contrary to what Yellow wanted it to be.","Something wrong was said or done","The friend's problem is of no concern to group yellow.","Yellow member's determination was instrumental.","Yellow member looks good due to genetics and good grooming habits","Yellow's performance warranted a raise.","Hard work by group yellow's member.","Yellow member's partner has increased feelings of affection.",5,1,5,3,1,1,1,1,5,5,5,5,5,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
102,1,1,"included","yellow",638,2,1,7,6,6,6,6,1,2,6,"group_yellow_own",4,6,6,5,2,2,30,2,"phd student",41,"-99",6,2,"-99","someones behaviour","hard work","poor performance","a disagreement","the member of group yellow","a good application","they look nice","doing their job well","good work","their partner loves them",3,2,2,3,2,2,4,2,2,2,3,2,2,3,2,2,3,2,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
103,1,2,"included","green",822,2,1,7,8,6,7,8,1,2,4,"group_green_other",5,3,7,6,4,4,25,1,"Student/ volunteer",34,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Unresolved conflict.","More concerned with self over the tasks.","Content was incorrect for the audience ","Lack of reciprocity ","More self centered in nature","The job they apply for is a good fit for them","Because they look after themself","Being inclusive of all members","They worked hard","They evolve into a better person",4,2,2,2,2,1,2,2,2,1,4,2,2,2,2,1,4,2,2,1,4,4,2,4,4,2,2,2,4,2,3,4,2,3,3,2,3,2,3,2
104,1,1,"included","yellow",539,2,1,8,7,6,8,6,1,1,9,"group_yellow_own",6,3,7,7,2,2,35,1,"Teacher",36,"-99",7,2,"-99","They may have done something wrong to the friend","They don't have enough time to do it","They've done a bad job or done.said something wrong","Don't know","They are busy with their own issues","They deserve the job because they were the best candidate","The friend is being nice and making small talk","They deserve it because they've worked well","They've done a good job and worked hard on the project","They seem upset",5,5,1,5,5,2,5,1,1,3,5,2,1,5,5,3,5,1,1,3,5,4,4,3,5,4,1,3,4,5,5,5,4,3,2,3,2,3,5,5,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
105,1,1,"included","yellow",904,2,1,5,6,5,5,5,3,5,8,"group_yellow_own",2,4,4,5,1,1,33,2,"Business Support Officer",61,"It is the strangest and most random questionnaire I have ever taken part in.  I hope my replies were helpful",7,2,"-99","I don't know.","Because they were given too much work.","The audience disagrees with the members views.","Maybe they had some sort of disagreement.","I don't know.","They were the best candidate for the job.","I don't know.","Nothing comes to mind.","I have no idea.","I don't know.",3,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
106,1,1,"included","yellow",1107,2,1,8,5,5,8,8,1,3,8,"group_yellow_own",4,6,7,7,7,7,20,1,"QA Engineer",27,"-99",7,2,"-99","They probably did something to betray the friend or something that may have hurt the friends feelings. Whether or not they realised this is an unknown.","The main cause is probably that they have been given too much work to do with an unreasonable time frame. It's also possible that they didn't prepare or work hard enough, but I like to give the benefit of the doubt.","The member of group yellow probably said something that would be considered offensive or against the ideals of the audience who were attending the talk.","Perhaps the member of group yellow's personality isn't really compatible with that other person and as such they had a bad experience.","Perhaps that the member of group yellow has had a bad experience with the friend and therefore is not willing to help them. This is a standard reaction for people who feel they've been wronged by someone else, and they then see this as not being worth the investment of their time.","They probably spent a lot of time preparing for the interview and as a result they interviewed well and received the job. I think that also if a person wants something badly enough then they can get it (within reason) and I believe this contributed to that.","I think the main cause of this outcome is that the two are friends and it's pretty natural to feel comfortable comforting someone who is already on a level with you where this would be deemed acceptable. I really don't think there's anything more to it than that.","They probably got a raise because they performed well in their job and as a result their employer has rewarded them for this in the interests of not losing them to another company.","It probably appealed to the audience it was aimed towards and the member of group yellow probably spent a lot of time and effort on it.","They probably do a lot more for their partner than most, and perhaps treat them better than most. As a result this is reciprocated by their partner which is the natural reaction.",2,1,5,1,2,1,5,1,1,1,2,1,4,1,2,2,5,1,1,1,3,3,3,3,3,5,3,3,3,3,5,5,5,4,5,3,5,1,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
