"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"33";"0";"0";"31";"6464875";"-77";"913";"1";"1";"2";"1";"5a798225b093f80001a76a70";"9";"9";"5";"9";"5";"1";"2";"9";"3";"-77";"4";"7";"6";"1";"1";"30";"1";"Student";"21";"1";"-99";"-99";"7";"2";"-99";"The member was previously hostile, and the friend is reacting";"Lazy";"The talk was about a topic that the audience was not interested in, or perhaps actively was against/disliked.";"The other individual did not vibe well";"They don't know how they can help effectively";"Everyone else that applied did worse, or was less suited to the position.";"They looked good";"They performed well in their role";"The project was well executed";"They have a partner in the first place";"3";"1";"5";"5";"3";"3";"1";"1";"1";"5";"3";"1";"5";"5";"1";"3";"1";"1";"1";"3";"5";"3";"5";"4";"5";"2";"4";"5";"3";"3";"5";"3";"5";"4";"5";"2";"4";"4";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6535930,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"7b779946ff2caa6e0a0efa5f1182681f";"1";"0";"1590416018";"2020-05-25 14:13:38";"2020-05-25 14:28:51";"0000-00-00 00:00:00";"81";"71";"51";"17";"26";"42";"195";"218";"882";"803";"0";"0";"887";"31";"849";"240";"0";"839";"870";"889";"913";"0";"228";"825";"9b50656466cbb90e0e5281e8e2ee2d96"
"34";"0";"0";"31";"6464875";"-77";"544";"1";"2";"2";"1";"5e02149e946e97d97d9d0b01";"4";"4";"3";"5";"4";"2";"1";"7";"-77";"2";"2";"5";"5";"3";"3";"25";"2";"student";"21";"1";"-99";"no";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"green did something to annoy them ";"green got given too much work ";"green gave a controversial point of view";"green did something to annoy them";"green is busy";"green prepared well for the job application process and interview";"green looks good ";"green worked hard";"green worked hard ";"the partner loves green ";"1";"5";"5";"1";"1";"1";"3";"1";"1";"5";"3";"5";"5";"3";"1";"1";"3";"1";"1";"5";"3";"5";"5";"5";"5";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"1";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"705b048c03d73a01e2d5cd6a5cfc378a";"1";"0";"1590416020";"2020-05-25 14:13:40";"2020-05-25 14:22:44";"0000-00-00 00:00:00";"58";"48";"35";"5";"15";"29";"173";"186";"504";"0";"206";"456";"531";"19";"481";"0";"466";"474";"496";"536";"544";"190";"0";"0";"f5ca54344949b0354bf214b90e8522f0"
"35";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Linux; Android 9; CLT-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"0";"1";"0";"0";"-77";"-77";"4908699744607b3400a2d5bedda4aa22";"1";"0";"1590416045";"2020-05-25 14:14:05";"2020-05-25 14:14:05";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"36";"0";"0";"31";"6464875";"-77";"480";"1";"2";"2";"1";"5e8d24047fba8f0ed42975b5";"6";"6";"6";"6";"6";"1";"2";"5";"-77";"2";"4";"5";"5";"3";"3";"33";"1";"Policeman";"27";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Money";"Laziness";"Confidence";"Attitude";"Apathy";"Luck";"Friendship";"Effort";"Effort";"Money";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"465f08d3438f65c5d8388b5952821c36";"1";"0";"1590416050";"2020-05-25 14:14:10";"2020-05-25 14:22:10";"0000-00-00 00:00:00";"78";"66";"45";"4";"19";"37";"180";"200";"451";"0";"209";"388";"467";"23";"415";"0";"401";"407";"432";"469";"480";"205";"0";"0";"e4600a06ba5f27ac051689ce1f0d618c"
"37";"0";"0";"31";"6464875";"-77";"671";"2";"2";"2";"1";"57985ec2913c71000197610d";"2";"2";"2";"2";"2";"1";"3";"7";"-77";"6";"7";"5";"5";"8";"8";"5";"2";"Administrator ";"38";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The friend is in a bad mood";"They wasted time ";"The talk is controversial ";"They don’t listen ";"They are selfish";"They are good at interviews";"They are attractive";"They worked hard";"They worked hard ";"They are in a strong relationship ";"5";"2";"3";"2";"1";"2";"2";"3";"2";"2";"5";"2";"3";"2";"1";"2";"2";"3";"2";"2";"5";"4";"5";"4";"4";"4";"4";"4";"2";"2";"5";"4";"5";"4";"4";"2";"4";"4";"2";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"fc14f72e3aea45965d2558e5f7813016";"1";"0";"1590416053";"2020-05-25 14:14:13";"2020-05-25 14:25:24";"0000-00-00 00:00:00";"62";"52";"33";"9";"16";"26";"165";"193";"641";"0";"208";"569";"657";"20";"602";"0";"584";"594";"629";"659";"671";"199";"0";"0";"d7c6a4ea3f5fb4ab0a3c6167b843efdb"
"38";"0";"0";"31";"6464887";"-77";"10";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Linux; Android 7.0; SM-A510F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464887";"0";"0";"0";"-77";"-77";"69404e4c3298c73e8f76c8f3ff5b8323";"1";"0";"1590416061";"2020-05-25 14:14:21";"2020-05-25 14:14:31";"0000-00-00 00:00:00";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"39";"0";"0";"31";"6464875";"-77";"793";"1";"2";"2";"1";"5ec941dac6153943b4b34bee";"7";"6";"5";"4";"7";"2";"2";"2";"-77";"2";"3";"5";"5";"1";"1";"33";"1";"Caregiver";"36";"1";"-99";"no";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Social media drama";"Anxiety, difficulty focusing";"Member of group Green failed to read the room, got too self-absorbed in writing their talk";"Anxiety caused by social distancing";"General anxiety causing the member of group Green to keep others at an arm's length when asked for help";"The member of group Green worked really hard at figuring out what the hiring manager wanted, and giving all the right answers";"The friend is trying to be kind to others in general";"Work that the member of group Green did that had gone unrecognized, due to a now fixed technical problem is suddenly recognized";"They worked hard on the project";"Because they're going through a rough time";"1";"1";"1";"4";"1";"3";"5";"3";"1";"4";"5";"1";"1";"4";"1";"3";"5";"3";"1";"3";"5";"2";"3";"3";"2";"2";"3";"2";"1";"4";"5";"2";"3";"3";"3";"2";"3";"1";"1";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"a846184520540ea3743ab5c236a42ba1";"1";"0";"1590416064";"2020-05-25 14:14:24";"2020-05-25 14:27:37";"0000-00-00 00:00:00";"153";"124";"75";"45";"57";"67";"272";"301";"774";"0";"328";"717";"783";"61";"749";"0";"727";"741";"763";"787";"793";"310";"0";"0";"533fb1c2a26363488cae4a560cffdc9d"
"40";"0";"0";"31";"6464875";"-77";"898";"1";"1";"2";"1";"5ec9a2b86a25280f925d9fa6";"8";"8";"7";"2";"7";"1";"2";"5";"4";"-77";"2";"6";"6";"8";"2";"40";"2";"Business Support Assistant";"24";"1";"-99";"Took a while to understand what it is we were being asked. Maybe needs explaining in more detail.";"7";"2";"-99";"The other person has just had a break up.";"They have other things going on.";"They audience wasn't appropriate,";"They didn't get on with each other.";"They don't have time to listen or help.";"The interviewer was having a good day.";"They look nice that day.";"They have performed better.";"They have worked hard.";"They are more friendly and equal.";"5";"3";"4";"3";"3";"3";"3";"2";"2";"1";"4";"3";"3";"3";"3";"4";"2";"2";"2";"2";"5";"4";"4";"3";"5";"4";"3";"4";"2";"4";"4";"5";"3";"2";"4";"4";"4";"3";"2";"2";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"fb82e00d4d6955fca96c7abc05e6c977";"1";"0";"1590416069";"2020-05-25 14:14:29";"2020-05-25 14:29:27";"0000-00-00 00:00:00";"146";"140";"111";"18";"82";"109";"254";"277";"856";"778";"0";"0";"858";"88";"817";"333";"0";"808";"838";"887";"898";"0";"286";"797";"dcb78ec5bac0252a3a0b9b5c7691e739"
"41";"0";"0";"31";"6464875";"-77";"896";"1";"1";"2";"1";"5dae1c0984ce0d0014b88b3a";"5";"5";"6";"4";"5";"1";"2";"5";"4";"-77";"5";"4";"4";"4";"3";"28";"2";"Student ";"20 ";"1";"-99";"-99";"7";"2";"-99";"The member of group Yellow may have done something wrong to cause the friend to act this way.";"They haven't got enough time to complete the work (perhaps their fault) ";"The member of group Yellow may have spoken about something controversial that people did not agree with. ";"They got hurt ";"Maybe they feel like getting involved would not be the best option (maybe due to a conflict of interest)";"They were most qualified for the job and also seemed very passionate about the position. ";"Well the friend must have thought that the member of group Yellow was deserving of said compliment. ";"They worked hard.";"The project was well organised and thought out. ";"Things are going well between the pair; they must be happy. ";"3";"1";"1";"3";"3";"1";"5";"2";"1";"3";"3";"1";"3";"3";"3";"1";"5";"3";"1";"1";"3";"4";"2";"2";"4";"3";"5";"2";"2";"5";"3";"3";"1";"5";"2";"2";"5";"2";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"e3cd619b3a533a64880b5ae17b153339";"1";"0";"1590416116";"2020-05-25 14:15:16";"2020-05-25 14:30:12";"0000-00-00 00:00:00";"129";"110";"72";"23";"34";"57";"241";"274";"868";"767";"0";"0";"877";"43";"836";"301";"0";"823";"854";"881";"896";"0";"281";"789";"7acbecd40e580f217d70bc18dfc5e50f"
"42";"0";"0";"31";"6464875";"-77";"877";"2";"2";"2";"1";"5c3f8da9cf455a000194bdcc";"2";"2";"2";"2";"2";"3";"1";"6";"-77";"4";"7";"3";"3";"8";"8";"15";"2";"Student";"23";"1";"-99";"nil";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The friend may feel offended at what the group Green member does ";"The member may be facing personal issues at home or in school.";"The audience does not like the tone of the member's speech.";"Both parties have different outlook on the topics they were talking about";"The member may be busy with his work and was not able to help out as a result.";"The member has the necessary qualifications for the job.";"The member of the group became prettier/more handsome ";"The member did a good job in his work.";"The member has a better project idea than the rest of the group";"The main cause could be that this member of group Green plays the cyberball better than the rest.";"2";"5";"5";"5";"5";"5";"5";"2";"5";"5";"5";"2";"5";"4";"5";"5";"5";"2";"2";"2";"5";"3";"4";"5";"4";"5";"5";"5";"5";"5";"5";"3";"4";"5";"4";"5";"5";"5";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"cb5509c14277e9fc7a6447dae10d2b06";"1";"0";"1590416138";"2020-05-25 14:15:38";"2020-05-25 14:30:15";"0000-00-00 00:00:00";"69";"54";"40";"13";"19";"29";"172";"191";"857";"0";"203";"805";"865";"22";"836";"0";"817";"830";"848";"869";"877";"197";"0";"0";"cdd75771830133ff0d4362c3d71373a0"
"43";"0";"0";"31";"6464875";"-77";"646";"2";"2";"2";"1";"5ec9313c4e028f4247cacaa8";"3";"4";"3";"5";"3";"1";"6";"6";"-77";"7";"7";"5";"5";"8";"8";"5";"2";"student";"21";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The friend is unhappy";"They don't have time";"They weren't a good speaker";"They aren't compatible people";"They don't have time";"They deserve the job";"They look nice";"They have done good work";"They did good work";"Their partner is happy with the relationship";"3";"3";"2";"3";"2";"2";"2";"2";"2";"2";"4";"3";"2";"4";"2";"2";"4";"4";"3";"3";"5";"5";"3";"3";"5";"4";"5";"1";"4";"4";"5";"5";"4";"3";"5";"2";"5";"1";"4";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"861f975990309af0e411c556f91f0e64";"1";"0";"1590416152";"2020-05-25 14:15:52";"2020-05-25 14:26:38";"0000-00-00 00:00:00";"104";"84";"61";"17";"27";"46";"222";"241";"600";"0";"265";"532";"630";"35";"568";"0";"548";"557";"587";"633";"646";"248";"0";"0";"c9821e280bfcdd9146eb7741694b68c8"
