"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"189";"0";"0";"31";"6464875";"-77";"641";"2";"2";"2";"1";"5e77efbdd2c7153681a9acbe";"4";"4";"4";"4";"4";"3";"3";"9";"-77";"7";"4";"6";"6";"6";"6";"5";"1";"Personal Shopper";"35";"1";"-99";"It was very obvious the cyberball was meant to make me feel rejected and wasn't real.";"5";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The friend is a horrible person.";"I don't understand the question.";"It's unlikely an audience would react negatively.";"Meet someone else.";"They are not a friend.";"Main cause? They wanted the job badly so they studied for it.";"They looked good.";"They did a good job.";"They did the project well.";"They're better looking.";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"Mozilla/5.0 (X11; CrOS x86_64 12871.102.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.141 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"6d504ba54adf0dde0ed02830d4e35ec1";"1";"0";"1590417876";"2020-05-25 14:44:36";"2020-05-25 14:55:17";"0000-00-00 00:00:00";"98";"83";"52";"24";"31";"46";"200";"222";"595";"0";"240";"511";"599";"39";"559";"0";"541";"550";"574";"628";"641";"229";"0";"0";"3ca93ea5bf975c0520d9361cd5469241"
"190";"0";"0";"31";"6464875";"-77";"1139";"2";"2";"2";"1";"5ec71bec82d8781682f75a2c";"2";"2";"1";"2";"2";"1";"2";"3";"-77";"6";"3";"9";"7";"9";"9";"5";"2";"Retail";"22";"1";"-99";"Fascinating stuff!";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"The member is associated with negative stigma";"Something unexpected got in the way";"The talk was not well written";"The member of group Green is having a rough day";"The member is too emotionally exhausted to provide that labour";"The member's work history qualifies them";"The member has done something new with their clothing";"The member is a hard worker";"The member devoted a lot of time and energy into the project";"The member's partner is feeling appreciative ";"4";"4";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"1";"1";"2";"2";"5";"1";"1";"5";"4";"5";"1";"5";"5";"2";"5";"1";"2";"5";"3";"5";"1";"5";"5";"1";"5";"1";"2";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"0f991ba1a863caba2332b7c6222b0ba5";"1";"0";"1590417918";"2020-05-25 14:45:18";"2020-05-25 15:04:17";"0000-00-00 00:00:00";"162";"144";"101";"38";"60";"84";"273";"300";"1067";"0";"338";"939";"1091";"79";"989";"0";"961";"976";"1043";"1106";"1139";"307";"0";"0";"02d9c6df9a1be746d598e31ae060e0f9"
"191";"0";"0";"22";"6466848";"-77";"1134";"1";"1";"2";"1";"5ead2b253bb47c3b40b94425";"7";"2";"6";"1";"8";"1";"3";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"He boosted.";"-66";"-66";"The previous job might not be fulfilling";"-66";"He decides faster than any other member.";"Teamwork and cooperation.";"The member share is marital problem with the group and the other members of the group supported him and gave him advise on how it should be handled.";"-77";"-77";"1";"-77";"-77";"5";"-77";"2";"5";"4";"-77";"-77";"4";"-77";"-77";"1";"-77";"1";"1";"2";"-77";"-77";"5";"-77";"-77";"1";"-77";"5";"2";"1";"-77";"-77";"5";"-77";"-77";"5";"-77";"3";"2";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848";"1";"0";"0";"-77";"-77";"56383e991b0f7b4615b92bb77a6ec37c";"1";"0";"1590417971";"2020-05-25 14:46:11";"2020-05-25 15:06:14";"0000-00-00 00:00:00";"266";"230";"131";"19";"62";"104";"427";"493";"0";"1203";"0";"0";"0";"77";"0";"558";"0";"0";"0";"0";"0";"0";"515";"0";"3a444810e083e2c6ea691640cd817cd4"
"192";"0";"0";"31";"6464875";"-77";"859";"1";"1";"2";"1";"5da995325af0e400143fde88";"3";"2";"3";"2";"1";"1";"2";"9";"1";"-77";"3";"6";"7";"4";"3";"25";"2";"student";"22";"1";"-99";"-99";"7";"2";"-99";"they did something that cannot be forgiven straight away";"the person had to step out due to personal reasons, or they could not physically carry on. ";"they did not portray the talk's ideology to the audience, or audience opposes the idea given.";"the person they were meeting with does not keep the member in their good books";"they had something else in their mind, so they couldn't focus.";"this maybe due to good luck or their amazing skills";"they looked good that day or tried harder than normal";"they did very well recently, compared to what they did before";"they presented their ideas well that can be received overall good with majority audience ";"they treated the person with the same respect and love that they are recieving";"4";"4";"4";"3";"4";"3";"2";"3";"4";"3";"3";"2";"3";"3";"4";"2";"4";"4";"3";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"4";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6467078,6464875";"0";"1";"0";"-77";"-77";"76a2802b430b31ca6e31d9a646e85741";"1";"0";"1590418030";"2020-05-25 14:47:10";"2020-05-25 15:01:29";"0000-00-00 00:00:00";"79";"71";"38";"8";"16";"34";"242";"262";"852";"738";"0";"0";"844";"20";"772";"274";"0";"761";"796";"846";"859";"0";"268";"752";"05f0d9a498935757baee3a5709b7f9b2"
"193";"0";"0";"31";"6464875";"-77";"581";"2";"2";"2";"1";"5ab78e575cd1050001619cdf";"1";"1";"1";"1";"1";"1";"2";"9";"-77";"7";"2";"5";"5";"7";"7";"5";"2";"pa";"29";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"green are not friendly";"they are not currently working hard";"He does not fit into their group.";"Green does not have a good reputation";"Green are not inclusive";"they worked hard";"he made an efford";"he worked hard";"Green members help him";"they deserved it";"1";"2";"1";"3";"1";"1";"5";"1";"3";"1";"1";"2";"3";"2";"1";"1";"3";"1";"3";"1";"3";"4";"3";"2";"1";"2";"3";"1";"5";"5";"3";"4";"3";"2";"2";"2";"3";"1";"5";"5";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.113 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"4fa35182b47d28edbbf9b1940cb4512d";"1";"0";"1590418079";"2020-05-25 14:47:59";"2020-05-25 14:57:40";"0000-00-00 00:00:00";"86";"74";"49";"15";"29";"39";"189";"214";"545";"0";"245";"483";"565";"34";"518";"0";"495";"510";"534";"569";"581";"220";"0";"0";"94331f37734302b7d1bfab5b66cc6596"
"194";"0";"0";"31";"6464875";"-77";"955";"1";"2";"2";"1";"5caca4e291d3ab00171cdeb0";"5";"5";"7";"5";"3";"1";"2";"8";"-77";"5";"5";"5";"5";"5";"5";"30";"1";"Musician";"25";"1";"-99";"-99";"5";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"They are jealous of their skills at Cyberball";"Green has been procrastinating";"Green is very anxious and does not speak clearly";"Green was not very sociable and didn't talk much";"Green is too busy to help";"Green prepared very well for the interview";"Green's friend is very kind";"Green has been practicing hard for Cyberball";"Green has been working hard";"Green has won a Cyberball competition";"2";"4";"3";"4";"4";"4";"4";"3";"4";"3";"4";"3";"3";"3";"2";"4";"5";"2";"2";"3";"3";"4";"3";"3";"5";"3";"3";"4";"4";"4";"3";"4";"3";"4";"4";"2";"4";"2";"4";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"0e102767e72d111f0f4803e95806cc97";"1";"0";"1590418191";"2020-05-25 14:49:51";"2020-05-25 15:05:46";"0000-00-00 00:00:00";"165";"151";"126";"14";"25";"117";"277";"294";"880";"0";"310";"712";"901";"108";"787";"0";"721";"761";"809";"926";"955";"298";"0";"0";"10a3cb7d9dce0063fa5f6244087fd600"
"195";"0";"0";"22";"6466848";"-77";"258";"2";"1";"2";"1";"5db09b3a9611830016dd495b";"1";"1";"1";"1";"1";"3";"2";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"Im sorry but I dont understand the question";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848";"1";"1";"0";"-77";"-77";"686c3eed148e8b93db19b848c501c082";"1";"0";"1590418205";"2020-05-25 14:50:05";"2020-05-25 14:56:13";"0000-00-00 00:00:00";"77";"68";"51";"17";"24";"42";"206";"228";"0";"368";"0";"0";"0";"29";"0";"258";"0";"0";"0";"0";"0";"0";"239";"0";"1ac2381f6a4d3f40b2a61046f048f04f"
"196";"0";"0";"31";"6464875";"-77";"733";"1";"1";"2";"1";"5c9b9fa8700e660015182f63";"8";"8";"6";"7";"7";"1";"3";"8";"7";"-77";"6";"4";"5";"1";"1";"28";"2";"Counsellor";"32";"1";"-99";"-99";"7";"2";"-99";"friend";"workload";"topic of talk";"conversation topic";"yellow's personality.";"research/preparation";"Appearance";"yellow performance";"yellow performance";"relationship ";"4";"2";"5";"3";"1";"2";"2";"2";"2";"2";"4";"4";"4";"3";"1";"2";"5";"2";"2";"3";"5";"4";"3";"3";"3";"3";"3";"3";"3";"2";"5";"5";"5";"3";"3";"3";"3";"4";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"22bf448ea3867166680e04270e067309";"1";"0";"1590418564";"2020-05-25 14:56:04";"2020-05-25 15:08:17";"0000-00-00 00:00:00";"71";"62";"44";"9";"18";"35";"179";"201";"690";"606";"0";"0";"710";"23";"651";"228";"0";"628";"676";"716";"733";"0";"217";"619";"66be392a3bc6940822016a9d2c102cdb"
"197";"0";"0";"31";"6464875";"-77";"807";"2";"2";"2";"1";"5d62eaae7d06c30001d19932";"1";"1";"1";"1";"1";"1";"2";"6";"-77";"5";"5";"6";"6";"9";"9";"5";"2";"Project management";"32";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"friend in bad mood";"bad time management";"Bad talk";"Bad situation";"unkind";"good preparation";"Nice friend";"Good employer and har work";"Hard word";"Good relationship";"5";"1";"1";"5";"1";"1";"5";"3";"1";"1";"5";"1";"1";"5";"1";"1";"5";"3";"1";"2";"5";"4";"3";"5";"1";"4";"4";"3";"1";"5";"5";"5";"3";"5";"1";"4";"4";"3";"1";"5";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"3e2f8864afd18da4efe86bc9c326f97c";"1";"0";"1590418598";"2020-05-25 14:56:38";"2020-05-25 15:10:05";"0000-00-00 00:00:00";"141";"94";"74";"16";"34";"53";"252";"270";"785";"0";"306";"717";"793";"40";"748";"0";"732";"741";"769";"796";"807";"281";"0";"0";"2bd0ccfe0d0a2e0d05190d244456ee53"
"198";"0";"0";"22";"6479080";"-77";"297";"2";"2";"2";"1";"5ea07fc202b8bd05bb59bc38";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464883,6464882,6464880,6479077,6479079,6479080";"1";"0";"0";"-77";"-77";"7d978310d1b108c8f70a893bd7a93564";"1";"0";"1590419149";"2020-05-25 15:05:49";"2020-05-25 15:11:14";"0000-00-00 00:00:00";"325";"297";"178";"27";"40";"158";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7ad9f1805b29c7fb3e5badfb34cdfd4e"
"199";"0";"0";"31";"6464875";"-77";"1048";"2";"2";"2";"1";"5e8bd1de65fa2f0c033bcdb0";"1";"3";"1";"1";"5";"1";"2";"5";"-77";"5";"6";"5";"5";"8";"9";"5";"2";"nurse";"27";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"not being inclusive.";"the member may have been given a larger work load than others";"not knowing the type of audience before talking";"the member was ill prepared";"they do not care enough to help";"good resume";"trying to be friendly";"hard work";"teamwork and good ideas";"they are affectionate";"4";"2";"5";"1";"1";"1";"5";"2";"1";"2";"4";"2";"5";"3";"4";"3";"5";"1";"1";"2";"2";"2";"5";"3";"4";"3";"4";"3";"1";"2";"4";"3";"3";"3";"3";"3";"4";"3";"1";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"ad9d61bc98205a142fe89c0e862fbdd1";"1";"0";"1590419716";"2020-05-25 15:15:16";"2020-05-25 15:32:44";"0000-00-00 00:00:00";"187";"146";"95";"41";"59";"93";"300";"329";"1031";"0";"378";"937";"1033";"83";"979";"0";"958";"969";"1021";"1035";"1048";"342";"0";"0";"c11ba72430c14b0f44d5f34cc14b6ac6"
