"id","ostracism_condition","self_other_condition","focus_condition","focus_value","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
100,"excluded","self","group_green_other",NA,"10","Because they respect and love each other ",NA,3,4,"stability_self5","locus_self5"
100,"excluded","self","group_green_other",NA,"10","Because they respect and love each other ",NA,1,1,"stability_self10","locus_self10"
100,"excluded","self","group_yellow_own",4,"10","Because they respect and love each other ",NA,NA,NA,NA,NA
101,"excluded","self","group_green_other",NA,"1","The friend has some baggage that we don't know about",NA,NA,NA,NA,NA
101,"excluded","self","group_yellow_own",6,"1","The friend has some baggage that we don't know about",NA,5,5,"stability_self1","locus_self1"
101,"excluded","self","group_yellow_own",6,"1","The friend has some baggage that we don't know about",NA,5,1,"stability_self6","locus_self6"
101,"excluded","self","group_green_other",NA,"2","Yellow's group member did not have good time management.",NA,5,5,"stability_self1","locus_self1"
101,"excluded","self","group_green_other",NA,"2","Yellow's group member did not have good time management.",NA,5,1,"stability_self6","locus_self6"
101,"excluded","self","group_yellow_own",6,"2","Yellow's group member did not have good time management.",NA,NA,NA,NA,NA
101,"excluded","self","group_green_other",NA,"3","The mindset of the audience was contrary to what Yellow wanted it to be.",NA,NA,NA,NA,NA
101,"excluded","self","group_yellow_own",6,"3","The mindset of the audience was contrary to what Yellow wanted it to be.",NA,5,1,"stability_self7","locus_self7"
101,"excluded","self","group_yellow_own",6,"3","The mindset of the audience was contrary to what Yellow wanted it to be.",NA,5,3,"stability_self2","locus_self2"
101,"excluded","self","group_green_other",NA,"4","Something wrong was said or done",NA,5,1,"stability_self7","locus_self7"
101,"excluded","self","group_green_other",NA,"4","Something wrong was said or done",NA,5,3,"stability_self2","locus_self2"
101,"excluded","self","group_yellow_own",6,"4","Something wrong was said or done",NA,NA,NA,NA,NA
101,"excluded","self","group_green_other",NA,"5","The friend's problem is of no concern to group yellow.",NA,NA,NA,NA,NA
101,"excluded","self","group_yellow_own",6,"5","The friend's problem is of no concern to group yellow.",NA,5,1,"stability_self8","locus_self8"
101,"excluded","self","group_yellow_own",6,"5","The friend's problem is of no concern to group yellow.",NA,5,5,"stability_self3","locus_self3"
101,"excluded","self","group_green_other",NA,"6","Yellow member's determination was instrumental.",NA,5,1,"stability_self8","locus_self8"
101,"excluded","self","group_green_other",NA,"6","Yellow member's determination was instrumental.",NA,5,5,"stability_self3","locus_self3"
101,"excluded","self","group_yellow_own",6,"6","Yellow member's determination was instrumental.",NA,NA,NA,NA,NA
101,"excluded","self","group_green_other",NA,"7","Yellow member looks good due to genetics and good grooming habits",NA,NA,NA,NA,NA
101,"excluded","self","group_yellow_own",6,"7","Yellow member looks good due to genetics and good grooming habits",NA,5,3,"stability_self9","locus_self9"
101,"excluded","self","group_yellow_own",6,"7","Yellow member looks good due to genetics and good grooming habits",NA,5,3,"stability_self4","locus_self4"
101,"excluded","self","group_green_other",NA,"8","Yellow's performance warranted a raise.",NA,5,3,"stability_self9","locus_self9"
101,"excluded","self","group_green_other",NA,"8","Yellow's performance warranted a raise.",NA,5,3,"stability_self4","locus_self4"
101,"excluded","self","group_yellow_own",6,"8","Yellow's performance warranted a raise.",NA,NA,NA,NA,NA
101,"excluded","self","group_green_other",NA,"9","Hard work by group yellow's member.",NA,NA,NA,NA,NA
101,"excluded","self","group_yellow_own",6,"9","Hard work by group yellow's member.",NA,5,1,"stability_self5","locus_self5"
101,"excluded","self","group_yellow_own",6,"9","Hard work by group yellow's member.",NA,5,5,"stability_self10","locus_self10"
101,"excluded","self","group_green_other",NA,"10","Yellow member's partner has increased feelings of affection.",NA,5,1,"stability_self5","locus_self5"
101,"excluded","self","group_green_other",NA,"10","Yellow member's partner has increased feelings of affection.",NA,5,5,"stability_self10","locus_self10"
101,"excluded","self","group_yellow_own",6,"10","Yellow member's partner has increased feelings of affection.",NA,NA,NA,NA,NA
102,"included","self","group_green_other",NA,"1","someones behaviour",NA,NA,NA,NA,NA
102,"included","self","group_yellow_own",4,"1","someones behaviour",NA,4,3,"stability_self1","locus_self1"
102,"included","self","group_yellow_own",4,"1","someones behaviour",NA,4,2,"stability_self6","locus_self6"
102,"included","self","group_green_other",NA,"2","hard work",NA,4,3,"stability_self1","locus_self1"
102,"included","self","group_green_other",NA,"2","hard work",NA,4,2,"stability_self6","locus_self6"
102,"included","self","group_yellow_own",4,"2","hard work",NA,NA,NA,NA,NA
102,"included","self","group_green_other",NA,"3","poor performance",NA,NA,NA,NA,NA
102,"included","self","group_yellow_own",4,"3","poor performance",NA,3.5,3.5,"stability_self7","locus_self7"
102,"included","self","group_yellow_own",4,"3","poor performance",NA,4,2,"stability_self2","locus_self2"
102,"included","self","group_green_other",NA,"4","a disagreement",NA,3.5,3.5,"stability_self7","locus_self7"
102,"included","self","group_green_other",NA,"4","a disagreement",NA,4,2,"stability_self2","locus_self2"
102,"included","self","group_yellow_own",4,"4","a disagreement",NA,NA,NA,NA,NA
102,"included","self","group_green_other",NA,"5","the member of group yellow",NA,NA,NA,NA,NA
102,"included","self","group_yellow_own",4,"5","the member of group yellow",NA,4,2,"stability_self8","locus_self8"
102,"included","self","group_yellow_own",4,"5","the member of group yellow",NA,4,2,"stability_self3","locus_self3"
102,"included","self","group_green_other",NA,"6","a good application",NA,4,2,"stability_self8","locus_self8"
102,"included","self","group_green_other",NA,"6","a good application",NA,4,2,"stability_self3","locus_self3"
102,"included","self","group_yellow_own",4,"6","a good application",NA,NA,NA,NA,NA
102,"included","self","group_green_other",NA,"7","they look nice",NA,NA,NA,NA,NA
102,"included","self","group_yellow_own",4,"7","they look nice",NA,4,2,"stability_self9","locus_self9"
102,"included","self","group_yellow_own",4,"7","they look nice",NA,4,3,"stability_self4","locus_self4"
102,"included","self","group_green_other",NA,"8","doing their job well",NA,4,2,"stability_self9","locus_self9"
102,"included","self","group_green_other",NA,"8","doing their job well",NA,4,3,"stability_self4","locus_self4"
102,"included","self","group_yellow_own",4,"8","doing their job well",NA,NA,NA,NA,NA
102,"included","self","group_green_other",NA,"9","good work",NA,NA,NA,NA,NA
102,"included","self","group_yellow_own",4,"9","good work",NA,4,2,"stability_self5","locus_self5"
102,"included","self","group_yellow_own",4,"9","good work",NA,4,2.5,"stability_self10","locus_self10"
102,"included","self","group_green_other",NA,"10","their partner loves them",NA,4,2,"stability_self5","locus_self5"
102,"included","self","group_green_other",NA,"10","their partner loves them",NA,4,2.5,"stability_self10","locus_self10"
102,"included","self","group_yellow_own",4,"10","their partner loves them",NA,NA,NA,NA,NA
103,"included","other","group_green_other",5,"1",NA,"Unresolved conflict.",NA,NA,NA,NA
103,"included","other","group_yellow_own",NA,"1",NA,"Unresolved conflict.",3.5,4,"stability_other1","locus_other1"
103,"included","other","group_yellow_own",NA,"1",NA,"Unresolved conflict.",2,1,"stability_other6","locus_other6"
103,"included","other","group_green_other",5,"2",NA,"More concerned with self over the tasks.",3.5,4,"stability_other1","locus_other1"
103,"included","other","group_green_other",5,"2",NA,"More concerned with self over the tasks.",2,1,"stability_other6","locus_other6"
103,"included","other","group_yellow_own",NA,"2",NA,"More concerned with self over the tasks.",NA,NA,NA,NA
103,"included","other","group_green_other",5,"3",NA,"Content was incorrect for the audience ",NA,NA,NA,NA
103,"included","other","group_yellow_own",NA,"3",NA,"Content was incorrect for the audience ",2.5,3,"stability_other7","locus_other7"
103,"included","other","group_yellow_own",NA,"3",NA,"Content was incorrect for the audience ",4,2,"stability_other2","locus_other2"
103,"included","other","group_green_other",5,"4",NA,"Lack of reciprocity ",2.5,3,"stability_other7","locus_other7"
103,"included","other","group_green_other",5,"4",NA,"Lack of reciprocity ",4,2,"stability_other2","locus_other2"
103,"included","other","group_yellow_own",NA,"4",NA,"Lack of reciprocity ",NA,NA,NA,NA
103,"included","other","group_green_other",5,"5",NA,"More self centered in nature",NA,NA,NA,NA
103,"included","other","group_yellow_own",NA,"5",NA,"More self centered in nature",2,2,"stability_other8","locus_other8"
103,"included","other","group_yellow_own",NA,"5",NA,"More self centered in nature",2,2,"stability_other3","locus_other3"
103,"included","other","group_green_other",5,"6",NA,"The job they apply for is a good fit for them",2,2,"stability_other8","locus_other8"
103,"included","other","group_green_other",5,"6",NA,"The job they apply for is a good fit for them",2,2,"stability_other3","locus_other3"
103,"included","other","group_yellow_own",NA,"6",NA,"The job they apply for is a good fit for them",NA,NA,NA,NA
103,"included","other","group_green_other",5,"7",NA,"Because they look after themself",NA,NA,NA,NA
103,"included","other","group_yellow_own",NA,"7",NA,"Because they look after themself",3.5,2,"stability_other9","locus_other9"
103,"included","other","group_yellow_own",NA,"7",NA,"Because they look after themself",3.5,2,"stability_other4","locus_other4"
103,"included","other","group_green_other",5,"8",NA,"Being inclusive of all members",3.5,2,"stability_other9","locus_other9"
103,"included","other","group_green_other",5,"8",NA,"Being inclusive of all members",3.5,2,"stability_other4","locus_other4"
103,"included","other","group_yellow_own",NA,"8",NA,"Being inclusive of all members",NA,NA,NA,NA
103,"included","other","group_green_other",5,"9",NA,"They worked hard",NA,NA,NA,NA
103,"included","other","group_yellow_own",NA,"9",NA,"They worked hard",3.5,2,"stability_other5","locus_other5"
103,"included","other","group_yellow_own",NA,"9",NA,"They worked hard",2,1,"stability_other10","locus_other10"
103,"included","other","group_green_other",5,"10",NA,"They evolve into a better person",3.5,2,"stability_other5","locus_other5"
103,"included","other","group_green_other",5,"10",NA,"They evolve into a better person",2,1,"stability_other10","locus_other10"
103,"included","other","group_yellow_own",NA,"10",NA,"They evolve into a better person",NA,NA,NA,NA
104,"included","self","group_green_other",NA,"1","They may have done something wrong to the friend",NA,NA,NA,NA,NA
104,"included","self","group_yellow_own",6,"1","They may have done something wrong to the friend",NA,5,5,"stability_self1","locus_self1"
104,"included","self","group_yellow_own",6,"1","They may have done something wrong to the friend",NA,3.5,2.5,"stability_self6","locus_self6"
104,"included","self","group_green_other",NA,"2","They don't have enough time to do it",NA,5,5,"stability_self1","locus_self1"
104,"included","self","group_green_other",NA,"2","They don't have enough time to do it",NA,3.5,2.5,"stability_self6","locus_self6"
104,"included","self","group_yellow_own",6,"2","They don't have enough time to do it",NA,NA,NA,NA,NA
104,"included","self","group_green_other",NA,"3","They've done a bad job or done.said something wrong",NA,NA,NA,NA,NA
104,"included","self","group_yellow_own",6,"3","They've done a bad job or done.said something wrong",NA,1.5,5,"stability_self7","locus_self7"
104,"included","self","group_yellow_own",6,"3","They've done a bad job or done.said something wrong",NA,4.5,3.5,"stability_self2","locus_self2"
104,"included","self","group_green_other",NA,"4","Don't know",NA,1.5,5,"stability_self7","locus_self7"
104,"included","self","group_green_other",NA,"4","Don't know",NA,4.5,3.5,"stability_self2","locus_self2"
104,"included","self","group_yellow_own",6,"4","Don't know",NA,NA,NA,NA,NA
104,"included","self","group_green_other",NA,"5","They are busy with their own issues",NA,NA,NA,NA,NA
104,"included","self","group_yellow_own",6,"5","They are busy with their own issues",NA,3,1,"stability_self8","locus_self8"
104,"included","self","group_yellow_own",6,"5","They are busy with their own issues",NA,4,1,"stability_self3","locus_self3"
104,"included","self","group_green_other",NA,"6","They deserve the job because they were the best candidate",NA,3,1,"stability_self8","locus_self8"
104,"included","self","group_green_other",NA,"6","They deserve the job because they were the best candidate",NA,4,1,"stability_self3","locus_self3"
104,"included","self","group_yellow_own",6,"6","They deserve the job because they were the best candidate",NA,NA,NA,NA,NA
104,"included","self","group_green_other",NA,"7","The friend is being nice and making small talk",NA,NA,NA,NA,NA
104,"included","self","group_yellow_own",6,"7","The friend is being nice and making small talk",NA,4.5,1,"stability_self9","locus_self9"
104,"included","self","group_yellow_own",6,"7","The friend is being nice and making small talk",NA,3,5,"stability_self4","locus_self4"
104,"included","self","group_green_other",NA,"8","They deserve it because they've worked well",NA,4.5,1,"stability_self9","locus_self9"
104,"included","self","group_green_other",NA,"8","They deserve it because they've worked well",NA,3,5,"stability_self4","locus_self4"
104,"included","self","group_yellow_own",6,"8","They deserve it because they've worked well",NA,NA,NA,NA,NA
104,"included","self","group_green_other",NA,"9","They've done a good job and worked hard on the project",NA,NA,NA,NA,NA
104,"included","self","group_yellow_own",6,"9","They've done a good job and worked hard on the project",NA,3.5,5,"stability_self5","locus_self5"
104,"included","self","group_yellow_own",6,"9","They've done a good job and worked hard on the project",NA,5,3,"stability_self10","locus_self10"
104,"included","self","group_green_other",NA,"10","They seem upset",NA,3.5,5,"stability_self5","locus_self5"
104,"included","self","group_green_other",NA,"10","They seem upset",NA,5,3,"stability_self10","locus_self10"
104,"included","self","group_yellow_own",6,"10","They seem upset",NA,NA,NA,NA,NA
105,"included","self","group_green_other",NA,"1","I don't know.",NA,NA,NA,NA,NA
105,"included","self","group_yellow_own",2,"1","I don't know.",NA,3,3,"stability_self1","locus_self1"
105,"included","self","group_yellow_own",2,"1","I don't know.",NA,3,4,"stability_self6","locus_self6"
105,"included","self","group_green_other",NA,"2","Because they were given too much work.",NA,3,3,"stability_self1","locus_self1"
105,"included","self","group_green_other",NA,"2","Because they were given too much work.",NA,3,4,"stability_self6","locus_self6"
105,"included","self","group_yellow_own",2,"2","Because they were given too much work.",NA,NA,NA,NA,NA
105,"included","self","group_green_other",NA,"3","The audience disagrees with the members views.",NA,NA,NA,NA,NA
105,"included","self","group_yellow_own",2,"3","The audience disagrees with the members views.",NA,3,3,"stability_self7","locus_self7"
105,"included","self","group_yellow_own",2,"3","The audience disagrees with the members views.",NA,3.5,3.5,"stability_self2","locus_self2"
105,"included","self","group_green_other",NA,"4","Maybe they had some sort of disagreement.",NA,3,3,"stability_self7","locus_self7"
105,"included","self","group_green_other",NA,"4","Maybe they had some sort of disagreement.",NA,3.5,3.5,"stability_self2","locus_self2"
105,"included","self","group_yellow_own",2,"4","Maybe they had some sort of disagreement.",NA,NA,NA,NA,NA
105,"included","self","group_green_other",NA,"5","I don't know.",NA,NA,NA,NA,NA
105,"included","self","group_yellow_own",2,"5","I don't know.",NA,3,3,"stability_self8","locus_self8"
105,"included","self","group_yellow_own",2,"5","I don't know.",NA,3,4,"stability_self3","locus_self3"
105,"included","self","group_green_other",NA,"6","They were the best candidate for the job.",NA,3,3,"stability_self8","locus_self8"
105,"included","self","group_green_other",NA,"6","They were the best candidate for the job.",NA,3,4,"stability_self3","locus_self3"
105,"included","self","group_yellow_own",2,"6","They were the best candidate for the job.",NA,NA,NA,NA,NA
105,"included","self","group_green_other",NA,"7","I don't know.",NA,NA,NA,NA,NA
105,"included","self","group_yellow_own",2,"7","I don't know.",NA,3,3,"stability_self9","locus_self9"
105,"included","self","group_yellow_own",2,"7","I don't know.",NA,4,3,"stability_self4","locus_self4"
105,"included","self","group_green_other",NA,"8","Nothing comes to mind.",NA,3,3,"stability_self9","locus_self9"
105,"included","self","group_green_other",NA,"8","Nothing comes to mind.",NA,4,3,"stability_self4","locus_self4"
105,"included","self","group_yellow_own",2,"8","Nothing comes to mind.",NA,NA,NA,NA,NA
105,"included","self","group_green_other",NA,"9","I have no idea.",NA,NA,NA,NA,NA
105,"included","self","group_yellow_own",2,"9","I have no idea.",NA,4,3,"stability_self5","locus_self5"
105,"included","self","group_yellow_own",2,"9","I have no idea.",NA,3,3,"stability_self10","locus_self10"
105,"included","self","group_green_other",NA,"10","I don't know.",NA,4,3,"stability_self5","locus_self5"
105,"included","self","group_green_other",NA,"10","I don't know.",NA,3,3,"stability_self10","locus_self10"
105,"included","self","group_yellow_own",2,"10","I don't know.",NA,NA,NA,NA,NA
106,"included","self","group_green_other",NA,"1","They probably did something to betray the friend or something that may have hurt the friends feelings. Whether or not they realised this is an unknown.",NA,NA,NA,NA,NA
106,"included","self","group_yellow_own",4,"1","They probably did something to betray the friend or something that may have hurt the friends feelings. Whether or not they realised this is an unknown.",NA,4,2,"stability_self1","locus_self1"
106,"included","self","group_yellow_own",4,"1","They probably did something to betray the friend or something that may have hurt the friends feelings. Whether or not they realised this is an unknown.",NA,4,1.5,"stability_self6","locus_self6"
106,"included","self","group_green_other",NA,"2","The main cause is probably that they have been given too much work to do with an unreasonable time frame. It's also possible that they didn't prepare or work hard enough, but I like to give the benefit of the doubt.",NA,4,2,"stability_self1","locus_self1"
106,"included","self","group_green_other",NA,"2","The main cause is probably that they have been given too much work to do with an unreasonable time frame. It's also possible that they didn't prepare or work hard enough, but I like to give the benefit of the doubt.",NA,4,1.5,"stability_self6","locus_self6"
106,"included","self","group_yellow_own",4,"2","The main cause is probably that they have been given too much work to do with an unreasonable time frame. It's also possible that they didn't prepare or work hard enough, but I like to give the benefit of the doubt.",NA,NA,NA,NA,NA
106,"included","self","group_green_other",NA,"3","The member of group yellow probably said something that would be considered offensive or against the ideals of the audience who were attending the talk.",NA,NA,NA,NA,NA
106,"included","self","group_yellow_own",4,"3","The member of group yellow probably said something that would be considered offensive or against the ideals of the audience who were attending the talk.",NA,4,5,"stability_self7","locus_self7"
106,"included","self","group_yellow_own",4,"3","The member of group yellow probably said something that would be considered offensive or against the ideals of the audience who were attending the talk.",NA,4,1,"stability_self2","locus_self2"
106,"included","self","group_green_other",NA,"4","Perhaps the member of group yellow's personality isn't really compatible with that other person and as such they had a bad experience.",NA,4,5,"stability_self7","locus_self7"
106,"included","self","group_green_other",NA,"4","Perhaps the member of group yellow's personality isn't really compatible with that other person and as such they had a bad experience.",NA,4,1,"stability_self2","locus_self2"
106,"included","self","group_yellow_own",4,"4","Perhaps the member of group yellow's personality isn't really compatible with that other person and as such they had a bad experience.",NA,NA,NA,NA,NA
106,"included","self","group_green_other",NA,"5","Perhaps that the member of group yellow has had a bad experience with the friend and therefore is not willing to help them. This is a standard reaction for people who feel they've been wronged by someone else, and they then see this as not being worth the investment of their time.",NA,NA,NA,NA,NA
106,"included","self","group_yellow_own",4,"5","Perhaps that the member of group yellow has had a bad experience with the friend and therefore is not willing to help them. This is a standard reaction for people who feel they've been wronged by someone else, and they then see this as not being worth the investment of their time.",NA,2,1,"stability_self8","locus_self8"
106,"included","self","group_yellow_own",4,"5","Perhaps that the member of group yellow has had a bad experience with the friend and therefore is not willing to help them. This is a standard reaction for people who feel they've been wronged by someone else, and they then see this as not being worth the investment of their time.",NA,4,4.5,"stability_self3","locus_self3"
106,"included","self","group_green_other",NA,"6","They probably spent a lot of time preparing for the interview and as a result they interviewed well and received the job. I think that also if a person wants something badly enough then they can get it (within reason) and I believe this contributed to that.",NA,2,1,"stability_self8","locus_self8"
106,"included","self","group_green_other",NA,"6","They probably spent a lot of time preparing for the interview and as a result they interviewed well and received the job. I think that also if a person wants something badly enough then they can get it (within reason) and I believe this contributed to that.",NA,4,4.5,"stability_self3","locus_self3"
106,"included","self","group_yellow_own",4,"6","They probably spent a lot of time preparing for the interview and as a result they interviewed well and received the job. I think that also if a person wants something badly enough then they can get it (within reason) and I believe this contributed to that.",NA,NA,NA,NA,NA
106,"included","self","group_green_other",NA,"7","I think the main cause of this outcome is that the two are friends and it's pretty natural to feel comfortable comforting someone who is already on a level with you where this would be deemed acceptable. I really don't think there's anything more to it than that.",NA,NA,NA,NA,NA
106,"included","self","group_yellow_own",4,"7","I think the main cause of this outcome is that the two are friends and it's pretty natural to feel comfortable comforting someone who is already on a level with you where this would be deemed acceptable. I really don't think there's anything more to it than that.",NA,3,1,"stability_self9","locus_self9"
106,"included","self","group_yellow_own",4,"7","I think the main cause of this outcome is that the two are friends and it's pretty natural to feel comfortable comforting someone who is already on a level with you where this would be deemed acceptable. I really don't think there's anything more to it than that.",NA,3.5,1,"stability_self4","locus_self4"
106,"included","self","group_green_other",NA,"8","They probably got a raise because they performed well in their job and as a result their employer has rewarded them for this in the interests of not losing them to another company.",NA,3,1,"stability_self9","locus_self9"
106,"included","self","group_green_other",NA,"8","They probably got a raise because they performed well in their job and as a result their employer has rewarded them for this in the interests of not losing them to another company.",NA,3.5,1,"stability_self4","locus_self4"
106,"included","self","group_yellow_own",4,"8","They probably got a raise because they performed well in their job and as a result their employer has rewarded them for this in the interests of not losing them to another company.",NA,NA,NA,NA,NA
106,"included","self","group_green_other",NA,"9","It probably appealed to the audience it was aimed towards and the member of group yellow probably spent a lot of time and effort on it.",NA,NA,NA,NA,NA
106,"included","self","group_yellow_own",4,"9","It probably appealed to the audience it was aimed towards and the member of group yellow probably spent a lot of time and effort on it.",NA,4,2,"stability_self5","locus_self5"
106,"included","self","group_yellow_own",4,"9","It probably appealed to the audience it was aimed towards and the member of group yellow probably spent a lot of time and effort on it.",NA,3,1,"stability_self10","locus_self10"
106,"included","self","group_green_other",NA,"10","They probably do a lot more for their partner than most, and perhaps treat them better than most. As a result this is reciprocated by their partner which is the natural reaction.",NA,4,2,"stability_self5","locus_self5"
106,"included","self","group_green_other",NA,"10","They probably do a lot more for their partner than most, and perhaps treat them better than most. As a result this is reciprocated by their partner which is the natural reaction.",NA,3,1,"stability_self10","locus_self10"
106,"included","self","group_yellow_own",4,"10","They probably do a lot more for their partner than most, and perhaps treat them better than most. As a result this is reciprocated by their partner which is the natural reaction.",NA,NA,NA,NA,NA
107,"excluded","self","group_green_other",NA,"1","They have had a disagreement, or they have found out yellow has done something to them (eg gossiping about them)",NA,NA,NA,NA,NA
107,"excluded","self","group_yellow_own",4,"1","They have had a disagreement, or they have found out yellow has done something to them (eg gossiping about them)",NA,4,2.5,"stability_self1","locus_self1"
107,"excluded","self","group_yellow_own",4,"1","They have had a disagreement, or they have found out yellow has done something to them (eg gossiping about them)",NA,2,1.5,"stability_self6","locus_self6"
107,"excluded","self","group_green_other",NA,"2","They have fallen ill",NA,4,2.5,"stability_self1","locus_self1"
107,"excluded","self","group_green_other",NA,"2","They have fallen ill",NA,2,1.5,"stability_self6","locus_self6"
107,"excluded","self","group_yellow_own",4,"2","They have fallen ill",NA,NA,NA,NA,NA
107,"excluded","self","group_green_other",NA,"3","the talk tackled a concept which some of the audience felt targetted by (eg issue of sexism/racism ini   work)",NA,NA,NA,NA,NA
107,"excluded","self","group_yellow_own",4,"3","the talk tackled a concept which some of the audience felt targetted by (eg issue of sexism/racism ini   work)",NA,4,2,"stability_self7","locus_self7"
107,"excluded","self","group_yellow_own",4,"3","the talk tackled a concept which some of the audience felt targetted by (eg issue of sexism/racism ini   work)",NA,4.5,1,"stability_self2","locus_self2"
107,"excluded","self","group_green_other",NA,"4","Their personalities do not match/they are very different people",NA,4,2,"stability_self7","locus_self7"
107,"excluded","self","group_green_other",NA,"4","Their personalities do not match/they are very different people",NA,4.5,1,"stability_self2","locus_self2"
107,"excluded","self","group_yellow_own",4,"4","Their personalities do not match/they are very different people",NA,NA,NA,NA,NA
107,"excluded","self","group_green_other",NA,"5","Yellow is not a good or empathetic friend",NA,NA,NA,NA,NA
107,"excluded","self","group_yellow_own",4,"5","Yellow is not a good or empathetic friend",NA,3,2,"stability_self8","locus_self8"
107,"excluded","self","group_yellow_own",4,"5","Yellow is not a good or empathetic friend",NA,3,4.5,"stability_self3","locus_self3"
107,"excluded","self","group_green_other",NA,"6","They have worked hard and had a good application, CV and interview",NA,3,2,"stability_self8","locus_self8"
107,"excluded","self","group_green_other",NA,"6","They have worked hard and had a good application, CV and interview",NA,3,4.5,"stability_self3","locus_self3"
107,"excluded","self","group_yellow_own",4,"6","They have worked hard and had a good application, CV and interview",NA,NA,NA,NA,NA
107,"excluded","self","group_green_other",NA,"7","The member of group yellow made an effort with their appearance - chose flattering clothes, shoes and did their hair/makeup",NA,NA,NA,NA,NA
107,"excluded","self","group_yellow_own",4,"7","The member of group yellow made an effort with their appearance - chose flattering clothes, shoes and did their hair/makeup",NA,3,2,"stability_self9","locus_self9"
107,"excluded","self","group_yellow_own",4,"7","The member of group yellow made an effort with their appearance - chose flattering clothes, shoes and did their hair/makeup",NA,3.5,3,"stability_self4","locus_self4"
107,"excluded","self","group_green_other",NA,"8","They have worked hard ",NA,3,2,"stability_self9","locus_self9"
107,"excluded","self","group_green_other",NA,"8","They have worked hard ",NA,3.5,3,"stability_self4","locus_self4"
107,"excluded","self","group_yellow_own",4,"8","They have worked hard ",NA,NA,NA,NA,NA
107,"excluded","self","group_green_other",NA,"9","The member worked hard on the project and put in a lot of work",NA,NA,NA,NA,NA
107,"excluded","self","group_yellow_own",4,"9","The member worked hard on the project and put in a lot of work",NA,2.5,1,"stability_self5","locus_self5"
107,"excluded","self","group_yellow_own",4,"9","The member worked hard on the project and put in a lot of work",NA,3.5,4,"stability_self10","locus_self10"
107,"excluded","self","group_green_other",NA,"10","They have been having a hard time in work/life and therefore need more love and support from their partner",NA,2.5,1,"stability_self5","locus_self5"
107,"excluded","self","group_green_other",NA,"10","They have been having a hard time in work/life and therefore need more love and support from their partner",NA,3.5,4,"stability_self10","locus_self10"
107,"excluded","self","group_yellow_own",4,"10","They have been having a hard time in work/life and therefore need more love and support from their partner",NA,NA,NA,NA,NA
108,"excluded","other","group_green_other",4,"1",NA,"The friend's having a bad day.",NA,NA,NA,NA
108,"excluded","other","group_yellow_own",NA,"1",NA,"The friend's having a bad day.",4,4,"stability_other1","locus_other1"
108,"excluded","other","group_yellow_own",NA,"1",NA,"The friend's having a bad day.",4,2,"stability_other6","locus_other6"
108,"excluded","other","group_green_other",4,"2",NA,"They've been given too much work.",4,4,"stability_other1","locus_other1"
108,"excluded","other","group_green_other",4,"2",NA,"They've been given too much work.",4,2,"stability_other6","locus_other6"
108,"excluded","other","group_yellow_own",NA,"2",NA,"They've been given too much work.",NA,NA,NA,NA
108,"excluded","other","group_green_other",4,"3",NA,"The audience disagrees.",NA,NA,NA,NA
108,"excluded","other","group_yellow_own",NA,"3",NA,"The audience disagrees.",4,4,"stability_other7","locus_other7"
108,"excluded","other","group_yellow_own",NA,"3",NA,"The audience disagrees.",3,4,"stability_other2","locus_other2"
108,"excluded","other","group_green_other",4,"4",NA,"Far too little detail to imagine a cause.",4,4,"stability_other7","locus_other7"
108,"excluded","other","group_green_other",4,"4",NA,"Far too little detail to imagine a cause.",3,4,"stability_other2","locus_other2"
108,"excluded","other","group_yellow_own",NA,"4",NA,"Far too little detail to imagine a cause.",NA,NA,NA,NA
108,"excluded","other","group_green_other",4,"5",NA,"They can't help.",NA,NA,NA,NA
108,"excluded","other","group_yellow_own",NA,"5",NA,"They can't help.",3,2,"stability_other8","locus_other8"
108,"excluded","other","group_yellow_own",NA,"5",NA,"They can't help.",5,3,"stability_other3","locus_other3"
108,"excluded","other","group_green_other",4,"6",NA,"The interviewer thought they were the best candidate.",3,2,"stability_other8","locus_other8"
108,"excluded","other","group_green_other",4,"6",NA,"The interviewer thought they were the best candidate.",5,3,"stability_other3","locus_other3"
108,"excluded","other","group_yellow_own",NA,"6",NA,"The interviewer thought they were the best candidate.",NA,NA,NA,NA
108,"excluded","other","group_green_other",4,"7",NA,"The friend feels like being nice.",NA,NA,NA,NA
108,"excluded","other","group_yellow_own",NA,"7",NA,"The friend feels like being nice.",2,3,"stability_other9","locus_other9"
108,"excluded","other","group_yellow_own",NA,"7",NA,"The friend feels like being nice.",3,3,"stability_other4","locus_other4"
108,"excluded","other","group_green_other",4,"8",NA,"They deserve it.",2,3,"stability_other9","locus_other9"
108,"excluded","other","group_green_other",4,"8",NA,"They deserve it.",3,3,"stability_other4","locus_other4"
108,"excluded","other","group_yellow_own",NA,"8",NA,"They deserve it.",NA,NA,NA,NA
108,"excluded","other","group_green_other",4,"9",NA,"The project team (or the person) did a good job .and the project",NA,NA,NA,NA
108,"excluded","other","group_yellow_own",NA,"9",NA,"The project team (or the person) did a good job .and the project",2,4,"stability_other5","locus_other5"
108,"excluded","other","group_yellow_own",NA,"9",NA,"The project team (or the person) did a good job .and the project",3,3,"stability_other10","locus_other10"
108,"excluded","other","group_green_other",4,"10",NA,"Not a clue, far too many variables in close relationships!",2,4,"stability_other5","locus_other5"
108,"excluded","other","group_green_other",4,"10",NA,"Not a clue, far too many variables in close relationships!",3,3,"stability_other10","locus_other10"
